序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
7514,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,37,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,21,,B03,120.65592,24.200098,3
7515,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,38,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,,1,,,,120.687942,24.150598,3
7516,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,39,臺中市,北屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,3,51,2,9,4,1,H01,8,18,8,20,1,15,,51,51,1,21,8,H01,120.698495,24.170434,2
7517,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,39,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,,1,22,,B12,120.615268,24.182938,3
7518,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,41,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,12,23,3,10,3,4,B12,7,9,1,8,2,5,,23,23,1,10,8,B12,120.677621,24.137148,2
7519,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,48,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,17,42,3,10,1,1,B12,7,2,1,8,2,3,,42,42,1,22,8,B12,120.698078,24.125696,2
7520,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,13,55,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,,1,22,,B12,120.729646,24.092375,3
7521,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,0,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B02,,,1,,2,,,12,,1,20,,B02,120.690951,24.109103,3
7522,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,5,臺中市,中區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,42,3,10,1,1,B03,7,6,1,8,2,6,,42,42,1,22,9,B03,120.678892,24.145309,2
7523,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,8,臺中市,東區,0,0,0,,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,5,,B03,120.69772,24.127768,3
7524,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,9,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,26,,,,,C03,,,1,,1,,,26,,1,22,,C03,120.647176,24.142878,3
7525,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,15,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,A12,,,1,,2,,,42,,1,10,,A12,120.712216,24.093867,3
7526,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,20,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,22,,B03,120.653581,24.160776,3
7527,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,,,,,C03,,,1,,10,,,44,,1,12,,C03,120.645183,24.178848,3
7528,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,21,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,,,4
7529,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,25,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,A12,,,1,,2,,,17,,1,22,,A12,120.690563,24.025378,3
7530,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,25,臺中市,神岡區,0,1,0,8,1,8,50,3,1,1,5,4,5,7,3,1,10,5,5,2,17,23,2,9,3,4,C03,7,6,1,10,2,11,,23,23,1,22,9,C03,120.709976,24.259037,2
7531,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,27,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,2,,,10,,1,22,,B03,120.637307,24.179757,3
7532,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,30,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,21,,B03,120.669051,24.128577,3
7533,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,33,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,11,,,10,,1,5,,B03,120.697157,24.153165,3
7534,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,33,臺中市,西屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,3,1,10,5,5,2,17,6,3,10,1,1,C03,7,9,1,10,2,15,,6,6,1,22,8,C03,120.652542,24.163431,2
7535,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,35,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,1,,,23,,1,20,,B02,120.66213,24.154552,3
7536,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,37,臺中市,潭子區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,1,13,23,2,7,1,1,C03,7,9,3,18,2,11,,23,23,1,22,9,C03,120.709417,24.233576,2
7537,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,37,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.641076,24.167898,3
7538,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,38,臺中市,豐原區,0,1,0,8,1,5,30,5,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,2,,26,26,1,22,8,B03,120.717339,24.236718,2
7539,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,40,臺中市,南區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,1,23,3,10,1,1,C03,7,9,1,10,2,12,,23,23,1,5,1,C03,120.656316,24.119647,2
7540,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,41,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,5,,B03,120.718852,24.161522,3
7541,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,42,臺中市,烏日區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,4,,10,10,1,21,9,B03,120.608535,24.106595,2
7542,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,44,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,1,2,5,2,13,23,2,9,3,4,B03,7,9,1,8,2,3,,23,23,1,5,8,B03,120.684959,24.159118,2
7543,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,46,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,26,,,,,B03,,,1,,1,,,26,,1,21,,B03,120.64078,24.168108,3
7544,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,50,臺中市,潭子區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.70359,24.201162,3
7545,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,50,臺中市,北區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,2,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.6848,24.152397,2
7546,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,50,臺中市,大甲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,4,8,B03,120.61732,24.337949,2
7547,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,51,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,4,2,12,8,2,9,1,1,C03,7,5,4,10,2,14,,8,8,1,22,8,C03,120.684181,24.126445,2
7548,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,52,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,40,,,,,B03,,,1,,2,,,40,,1,21,,B03,120.636683,24.109145,3
7549,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,56,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,22,8,C03,120.670508,24.16044,2
7550,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,14,57,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.685806,24.175757,3
7551,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,0,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.707134,24.200266,3
7552,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,0,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,17,,1,12,,B12,120.706311,24.089026,3
7553,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,1,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,5,5,4,2,16,6,3,10,1,1,C03,7,5,1,10,2,11,,6,6,1,22,8,C03,120.642934,24.187252,2
7554,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,5,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,8,,25,25,1,22,9,B03,120.68294,24.168464,2
7555,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,5,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,A12,,,1,,2,,,12,,1,21,,A12,120.73207,24.154913,3
7556,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,6,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,3,,2,,,23,,1,22,,C03,120.682892,24.154863,4
7557,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,7,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.573529,24.225502,3
7558,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,14,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,40,,,,,B03,,,1,,2,,,40,40,1,4,,B03,120.635087,24.174294,3
7559,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,15,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,14,,6,6,1,5,8,C03,120.590988,24.179597,2
7560,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,25,臺中市,南屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,5,4,2,13,16,3,10,3,4,C03,7,9,1,10,2,13,,16,16,1,22,8,C03,120.610877,24.145522,2
7561,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,26,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.614475,24.190443,3
7562,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,28,臺中市,西區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,16,19,3,10,1,1,B03,7,1,1,8,2,1,,19,19,1,20,8,B03,120.657116,24.142297,2
7563,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,30,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.713721,24.072332,3
7564,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,30,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,44,,,,,,,,,,,,,67,44,1,,,,120.700158,24.084931,3
7565,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,30,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,9,,,23,,1,22,,B12,,,3
7566,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,31,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,1,7,4,4,5,5,5,2,11,6,3,10,3,4,B03,7,9,1,8,2,4,,6,6,1,21,8,B03,120.664097,24.153126,2
7567,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,34,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,3,5,5,2,16,6,3,10,1,1,B12,7,6,1,4,2,6,,6,6,1,21,8,B12,120.658179,24.154958,2
7568,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,36,臺中市,南屯區,0,0,0,,,,30,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,22,,B03,120.621912,24.136146,3
7569,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,40,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,,1,22,,B03,,,3
7570,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,40,臺中市,沙鹿區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,9,,,23,,1,22,,B12,120.57546,24.22666,3
7571,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,42,臺中市,大里區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,4,2,16,19,3,10,3,4,B03,7,1,1,8,2,8,,19,19,1,3,8,B03,120.717513,24.089754,2
7572,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,46,臺中市,西屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,1,5,,6,6,1,22,8,B03,120.643998,24.190673,2
7573,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,48,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,21,,C03,120.629469,24.109934,3
7574,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,49,臺中市,東區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.710315,24.144451,2
7575,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,49,臺中市,烏日區,0,0,0,8,,,70,,,,,,,,,,,,,,,23,,,,,A02,,,1,,2,,,23,23,1,21,,A02,,,3
7576,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,50,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,22,8,B03,120.725109,24.176304,2
7577,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,54,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.721503,24.150876,2
7578,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,55,臺中市,豐原區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,3,1,5,4,4,2,12,7,3,10,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.71918,24.257592,2
7579,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,15,59,臺中市,潭子區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,17,42,2,9,1,1,C03,7,5,4,8,2,14,,42,42,1,22,8,C03,120.709241,24.213173,2
7580,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,0,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,12,23,3,10,1,1,C03,7,9,1,10,2,15,,23,23,2,22,8,C03,120.696196,24.079789,2
7581,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,2,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,C03,,,1,,1,,,18,,1,22,,C03,120.68972,24.110031,3
7582,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,6,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,,1,20,,B03,120.666727,24.132091,3
7583,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,8,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.669982,24.122362,3
7584,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,10,臺中市,沙鹿區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,25,2,9,1,1,C03,7,11,1,10,2,14,,25,25,1,22,8,C03,120.564994,24.241618,2
7585,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,12,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,C03,,,1,,2,,,26,26,1,5,,C03,120.567546,24.269946,3
7586,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,15,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,16,10,3,10,3,4,B03,7,11,1,8,2,5,,10,10,1,22,8,B03,120.649356,24.175396,2
7587,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,17,臺中市,太平區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,21,8,C03,120.707776,24.125062,2
7588,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,20,臺中市,西屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,12,9,3,10,1,1,B03,7,6,1,8,2,6,,9,9,1,1,9,B03,120.632775,24.180337,2
7589,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,22,臺中市,西區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,20,8,C03,120.679942,24.137961,2
7590,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,22,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,,,3
7591,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,22,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,4,4,2,17,6,2,9,1,1,C03,7,11,1,10,2,12,,6,6,1,22,9,C03,120.616974,24.156167,2
7592,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,23,臺中市,大里區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,1,1,1,2,4,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,5,8,C03,120.663948,24.107786,2
7593,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,24,臺中市,南屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,2,16,26,3,10,1,1,B03,7,11,1,8,2,7,,26,26,1,22,8,B03,120.650195,24.137059,2
7594,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,24,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.61603,24.18827,3
7595,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,25,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C04,7,9,1,10,2,12,,6,6,1,22,8,C04,120.683254,24.164087,2
7596,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,27,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,,,,,C03,,,1,,2,,,19,,1,4,,C03,120.727908,24.152197,3
7597,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,30,臺中市,西屯區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.631956,24.171825,2
7598,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,30,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.580366,24.212186,3
7599,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,30,臺中市,神岡區,0,2,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,1,16,23,3,10,1,1,B03,7,9,1,8,2,8,,23,17,1,21,8,B03,120.688996,24.25628,2
7600,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,34,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,2,17,7,3,10,1,1,B03,7,8,1,8,2,5,,7,7,1,22,9,B03,120.675351,24.160058,2
7601,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,35,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,3,53,2,9,1,1,H01,8,16,8,20,1,16,,53,53,1,4,1,H01,120.619991,24.346805,2
7602,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,41,臺中市,潭子區,0,1,0,8,1,5,60,15,8,1,5,4,5,7,4,4,3,4,4,1,17,23,2,7,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.689189,24.221338,2
7603,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,42,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,3,2,4,2,16,44,2,9,1,1,C03,7,9,1,10,2,11,,44,44,1,21,8,C03,120.670095,24.119043,2
7604,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,43,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,,1,21,,B12,120.738236,24.176279,3
7605,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,44,臺中市,中區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,12,19,2,9,3,4,C03,7,1,1,10,2,14,,19,19,1,21,8,C03,120.675048,24.143548,2
7606,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,45,臺中市,后里區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.692546,24.313845,2
7607,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,47,臺中市,西屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,2,2,2,15,11,2,7,3,4,C03,7,11,1,10,2,12,,11,11,1,22,8,C03,120.658406,24.159066,2
7608,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,48,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.706526,24.201054,3
7609,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,48,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,16,1,22,,B03,120.597677,24.15543,3
7610,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,48,臺中市,大肚區,0,1,0,8,1,5,70,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,5,8,B03,120.549346,24.148538,2
7611,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,55,臺中市,豐原區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,5,4,1,11,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,21,1,B03,120.713754,24.26045,2
7612,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,56,臺中市,梧棲區,0,2,0,8,1,5,40,4,9,1,5,4,5,7,4,4,5,4,5,1,16,6,2,9,1,1,C03,7,6,1,10,2,13,,6,6,1,4,8,C03,120.547203,24.255773,2
7613,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,56,臺中市,清水區,0,1,0,8,1,5,70,14,9,1,5,4,5,7,4,4,8,3,4,1,17,23,2,9,1,1,B12,7,9,1,2,2,1,,23,23,1,21,8,B12,120.600519,24.309923,2
7614,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,16,59,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,22,,C03,120.700459,24.249018,3
7615,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,2,臺中市,東區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,4,2,13,23,2,6,1,1,B03,7,9,1,8,2,5,,23,23,1,21,8,B03,120.702548,24.138528,2
7616,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,2,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,F01,,,8,,1,,,23,,1,15,,F01,120.711876,24.148212,3
7617,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,4,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,3,1,F01,7,9,8,20,2,16,,25,25,1,21,8,F01,120.664156,24.13515,2
7618,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,4,臺中市,烏日區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,4,4,5,1,6,54,3,10,1,1,B12,7,9,1,6,2,5,,23,54,1,10,4,B12,120.643318,24.076898,2
7619,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,5,臺中市,沙鹿區,0,0,0,8,1,5,50,4,9,1,5,4,5,7,1,1,1,3,4,1,13,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.562433,24.233402,3
7620,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,6,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,16,2,7,1,1,C03,7,9,1,10,2,11,,16,16,1,5,8,C03,120.680414,24.163015,2
7621,66000,387130000C,(04)23274275,(04)23288582,2023,6,19,17,7,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,12,,B03,120.658858,24.200527,3
